,Sharpness,Contrast,NIQE,BRISQUE
2.9to0.5,5.93,38.9,10.69,21.85
2.9to0.6,6.75,42.78,17.49,34.57
2.9to0.7,7.28,44.66,13.53,37.38
2.9to0.8,8.41,46.55,11.59,42.32
2.9to0.9,9.34,49.76,8.56,43.21
2.9to1.0,10.19,51.83,10.66,47.52
2.9to1.1,11.63,56.94,10.61,45.81
2.9to1.2,12.16,57.98,13.45,44.04
2.9to1.3,13.02,59.67,14.35,41.47
2.9to1.4,13.28,59.57,12.78,42.41
2.9to1.5,14.17,62.49,16.97,46.88
2.9to1.6,14.91,65.42,14.4,39.17
2.9to1.7,15.84,66.54,16.36,35.82
2.9to1.8,15.93,66.76,14.58,35.18
2.9to1.9,17.08,70.29,20.26,34.13
2.9to2.0,17.3,71.35,15.12,27.83
2.9to2.1,17.69,73.18,16.03,19.75
2.9to2.2,18.36,75.16,15.93,27.43
2.9to2.3,18.47,75.24,13.68,22.54
2.9to2.4,18.67,74.42,15.03,20.47
2.9to2.5,17.62,68.7,13.42,28.17
2.9to2.6,17.58,66.32,12.84,24.31
2.9to2.7,16.75,59.62,15.15,27.04
2.9to2.8,15.05,48.92,14.55,27.44
2.9to2.9,18.3,61.38,12.96,10.22
2.9to3.0,11.8,36.79,18.64,33.1
3.0to0.1,5.6,9.14,33.67,20.61
3.0to0.2,6.26,31.22,29.02,27.56
3.0to0.3,5.97,36.64,35.82,18.3
3.0to0.4,5.52,39.42,26.69,10.9
3.0to0.5,6.07,41.83,19.12,20.12
3.0to0.6,7.0,46.19,15.43,34.03
3.0to0.7,7.6,47.04,15.73,38.91
3.0to0.8,8.91,49.89,18.04,46.55
3.0to0.9,9.78,50.75,11.78,44.47
3.0to1.0,11.07,54.22,26.08,50.11
3.0to1.1,11.83,54.32,15.38,31.67
3.0to1.2,12.19,56.54,18.56,34.88
3.0to1.3,13.66,59.96,14.39,26.66
3.0to1.4,13.7,56.32,12.56,27.77
3.0to1.5,14.47,61.01,13.26,23.17
3.0to1.6,15.23,65.13,15.51,24.32
3.0to1.7,16.26,67.04,16.77,16.61
3.0to1.8,16.33,64.96,15.85,17.33
3.0to1.9,17.05,68.73,12.12,17.19
3.0to2.0,17.28,68.08,14.27,15.33
3.0to2.1,17.49,70.2,17.65,15.65
3.0to2.2,18.77,73.55,19.74,11.01
3.0to2.3,18.22,71.21,13.64,11.97
3.0to2.4,19.13,72.26,15.55,17.82
3.0to2.5,17.8,67.4,17.3,6.52
3.0to2.6,17.88,64.8,15.7,1.93
3.0to2.7,16.55,62.06,15.56,8.4
3.0to2.8,14.32,51.18,19.11,13.41
3.0to2.9,13.74,42.5,18.02,32.08
3.0to3.0,18.23,61.21,13.08,9.6
