,Sharpness,Contrast,NIQE,BRISQUE
1.0to2.6,13.03,56.24,23.03,21.83
1.0to2.7,11.98,51.79,26.63,21.64
1.0to2.8,10.05,42.42,25.54,25.08
1.0to2.9,8.83,36.57,39.78,27.32
1.0to3.0,7.59,30.14,45.19,30.31
1.1to0.1,2.0,5.71,40.23,28.81
1.1to0.2,2.39,19.78,23.45,31.95
1.1to0.3,2.71,24.81,16.8,51.54
1.1to0.4,3.26,29.94,18.27,57.62
1.1to0.5,4.04,32.8,17.43,74.07
1.1to0.6,4.78,35.08,15.76,77.15
1.1to0.7,5.6,37.14,15.85,72.56
1.1to0.8,6.46,40.31,21.7,67.59
1.1to0.9,7.11,42.49,21.65,64.13
1.1to1.0,8.0,45.68,29.08,62.51
1.1to1.1,9.0,48.41,12.83,56.86
1.1to1.2,9.49,50.48,22.04,54.05
1.1to1.3,10.21,53.22,23.89,50.26
1.1to1.4,10.38,53.21,21.62,48.76
1.1to1.5,10.86,54.88,20.96,40.42
1.1to1.6,11.19,55.72,20.27,40.59
1.1to1.7,11.88,57.9,25.33,39.83
1.1to1.8,11.78,56.99,24.19,38.69
1.1to1.9,12.37,59.37,22.31,36.57
1.1to2.0,12.53,59.76,21.93,32.65
1.1to2.1,12.8,60.7,22.52,32.36
1.1to2.2,13.35,62.63,21.25,27.91
1.1to2.3,13.18,62.37,22.75,27.05
1.1to2.4,13.01,60.4,26.77,25.82
1.1to2.5,12.12,54.79,25.28,28.08
1.1to2.6,11.59,51.05,32.95,27.53
1.1to2.7,10.7,47.66,35.43,31.44
1.1to2.8,8.95,38.89,39.96,30.07
1.1to2.9,7.87,33.67,28.65,30.08
1.1to3.0,6.76,27.54,35.8,31.74
1.2to0.1,2.06,5.55,30.18,33.68
1.2to0.2,2.38,18.39,49.64,31.17
1.2to0.3,2.69,23.99,14.83,47.07
1.2to0.4,3.13,28.66,33.25,55.74
1.2to0.5,3.96,32.57,12.54,74.62
1.2to0.6,4.61,34.45,17.44,75.47
1.2to0.7,5.33,36.17,17.84,73.72
1.2to0.8,6.1,39.11,19.75,67.96
1.2to0.9,6.75,41.42,20.02,66.88
1.2to1.0,7.58,44.41,24.31,64.84
1.2to1.1,8.32,46.85,26.76,61.29
1.2to1.2,8.99,48.41,12.61,55.69
1.2to1.3,9.51,51.02,29.65,53.2
1.2to1.4,9.66,51.12,22.7,53.72
1.2to1.5,10.09,52.51,24.67,49.37
1.2to1.6,10.41,53.52,20.59,46.8
1.2to1.7,11.18,55.88,26.29,43.08
1.2to1.8,11.05,54.9,25.46,42.87
1.2to1.9,11.47,56.86,20.41,38.89
1.2to2.0,11.54,56.69,22.64,35.37
1.2to2.1,11.78,57.57,22.5,33.05
1.2to2.2,12.2,59.24,17.93,29.56
1.2to2.3,12.23,59.27,21.77,27.48
1.2to2.4,11.97,57.2,48.94,27.12
1.2to2.5,11.18,52.38,28.51,34.59
1.2to2.6,10.83,49.12,32.35,35.37
1.2to2.7,9.89,45.27,35.61,32.39
1.2to2.8,8.4,37.22,23.87,30.21
1.2to2.9,7.33,32.2,33.0,36.92
1.2to3.0,6.38,26.54,34.19,36.51
1.3to0.1,2.19,5.39,38.43,30.97
1.3to0.2,2.35,17.36,33.23,32.67
1.3to0.3,2.51,21.85,21.73,47.78
1.3to0.4,2.95,26.66,14.89,51.98
1.3to0.5,3.73,30.71,13.97,70.47
1.3to0.6,4.37,33.38,13.59,74.81
1.3to0.7,5.23,35.93,27.49,66.39
1.3to0.8,5.86,38.39,34.55,65.12
1.3to0.9,6.36,39.83,20.05,62.35
1.3to1.0,7.13,42.76,26.1,62.18
1.3to1.1,7.81,44.82,22.37,62.03
1.3to1.2,8.32,46.39,27.14,57.62
1.3to1.3,8.94,48.22,15.62,55.72
1.3to1.4,9.03,48.81,21.49,56.81
1.3to1.5,9.32,49.46,17.34,53.24
1.3to1.6,9.66,50.37,23.84,51.11
1.3to1.7,10.33,52.8,22.11,49.85
1.3to1.8,10.15,51.63,17.15,48.87
1.3to1.9,10.54,53.31,23.79,43.54
1.3to2.0,10.75,53.61,28.39,43.07
1.3to2.1,11.09,54.89,28.36,40.0
1.3to2.2,11.42,56.19,33.21,38.14
1.3to2.3,11.39,55.96,20.56,39.15
1.3to2.4,11.08,53.83,28.3,37.61
1.3to2.5,10.56,49.92,29.23,38.22
1.3to2.6,10.07,46.57,37.58,37.1
1.3to2.7,9.17,42.75,25.87,39.45
1.3to2.8,8.1,35.33,30.16,33.18
1.3to2.9,6.85,30.28,20.4,36.87
1.3to3.0,6.04,25.35,18.16,39.92
1.4to0.1,2.19,5.47,40.15,29.32
1.4to0.2,2.47,19.32,52.62,33.96
1.4to0.3,2.56,22.82,27.33,48.09
1.4to0.4,2.96,27.09,23.52,50.95
1.4to0.5,3.61,30.16,14.68,73.11
1.4to0.6,4.39,33.71,19.72,74.17
1.4to0.7,5.19,35.62,21.02,68.56
1.4to0.8,5.83,38.28,19.85,69.28
1.4to0.9,6.34,40.09,26.0,66.78
1.4to1.0,7.02,42.49,19.82,62.81
1.4to1.1,7.69,44.85,20.47,58.31
1.4to1.2,8.23,46.58,27.57,61.19
1.4to1.3,8.71,48.54,32.44,59.43
1.4to1.4,8.96,48.27,14.05,55.19
1.4to1.5,9.17,49.48,22.88,55.38
1.4to1.6,9.44,50.52,19.53,51.69
1.4to1.7,10.15,53.11,20.36,50.85
1.4to1.8,9.91,51.54,17.41,47.31
1.4to1.9,10.35,53.16,26.45,47.2
1.4to2.0,10.48,53.32,25.96,47.61
1.4to2.1,10.82,54.81,23.52,42.03
1.4to2.2,11.11,56.22,38.32,41.62
1.4to2.3,11.1,55.62,37.04,39.83
1.4to2.4,10.86,53.77,29.69,38.97
1.4to2.5,10.25,50.04,27.79,32.69
1.4to2.6,9.71,46.48,40.31,35.36
1.4to2.7,8.9,42.64,22.78,38.59
1.4to2.8,7.64,34.47,21.57,36.45
1.4to2.9,6.71,30.42,27.82,39.39
1.4to3.0,5.9,24.85,22.8,39.82
1.5to0.1,2.31,5.86,53.91,37.9
1.5to0.2,2.35,16.51,43.31,41.43
1.5to0.3,2.43,20.61,19.42,48.6
1.5to0.4,2.87,25.38,22.54,51.34
1.5to0.5,3.56,29.74,16.24,71.98
1.5to0.6,4.16,32.18,28.03,74.36
1.5to0.7,5.04,35.28,28.33,69.44
1.5to0.8,5.7,37.88,20.15,69.54
1.5to0.9,6.17,39.71,24.97,65.92
1.5to1.0,6.87,42.3,20.48,63.06
1.5to1.1,7.43,44.17,19.38,61.24
1.5to1.2,7.95,45.86,30.58,58.17
1.5to1.3,8.48,47.85,30.76,57.91
1.5to1.4,8.55,47.64,21.48,57.38
1.5to1.5,8.99,48.47,14.78,55.53
1.5to1.6,9.14,49.4,21.11,55.68
1.5to1.7,9.72,51.76,17.36,52.35
1.5to1.8,9.55,50.25,18.45,49.56
1.5to1.9,9.96,51.8,19.2,48.53
1.5to2.0,9.99,51.43,25.49,50.45
1.5to2.1,10.42,53.39,19.44,45.25
1.5to2.2,10.71,54.11,35.4,43.49
1.5to2.3,10.76,54.32,30.5,41.84
1.5to2.4,10.45,52.21,29.44,43.24
1.5to2.5,9.88,48.64,20.02,37.29
1.5to2.6,9.4,45.08,16.39,39.4
1.5to2.7,8.6,41.01,16.42,40.9
1.5to2.8,7.35,33.69,14.35,39.87
1.5to2.9,6.36,29.26,27.12,44.19
1.5to3.0,5.64,24.98,17.61,39.2
1.6to0.1,2.41,6.3,44.51,38.18
1.6to0.2,2.45,16.82,60.8,37.83
1.6to0.3,2.45,21.11,27.16,47.38
1.6to0.4,2.81,24.82,33.76,55.03
1.6to0.5,3.45,28.8,21.63,66.57
1.6to0.6,4.14,32.05,35.7,72.95
1.6to0.7,5.25,35.92,13.35,68.41
1.6to0.8,6.16,38.95,14.72,63.52
1.6to0.9,6.43,39.89,13.14,62.81
1.6to1.0,6.73,40.91,16.46,60.91
1.6to1.1,7.52,42.71,19.16,67.12
1.6to1.2,7.76,43.39,16.33,61.3
1.6to1.3,8.18,45.07,18.98,61.2
1.6to1.4,8.42,45.02,20.11,60.05
1.6to1.5,8.63,45.81,18.54,60.24
1.6to1.6,9.13,46.89,16.33,56.95
1.6to1.7,9.17,46.81,21.57,57.14
1.6to1.8,9.5,47.52,21.98,57.63
1.6to1.9,9.82,48.99,27.11,53.57
1.6to2.0,9.63,47.24,21.79,52.69
1.6to2.1,9.69,47.76,35.97,53.14
1.6to2.2,9.82,46.71,25.11,52.28
1.6to2.3,9.62,45.72,23.03,47.89
1.6to2.4,9.85,46.52,28.83,51.39
1.6to2.5,9.8,46.34,34.71,50.53
1.6to2.6,9.66,45.46,36.2,43.69
1.6to2.7,9.16,41.92,42.3,53.54
1.6to2.8,8.77,38.93,37.51,46.65
1.6to2.9,8.58,37.76,54.41,41.73
1.6to3.0,7.45,33.09,50.26,43.02
1.7to0.1,3.01,8.8,60.36,45.12
1.7to0.2,4.0,31.19,62.19,27.46
1.7to0.3,3.49,29.08,19.83,35.04
1.7to0.4,3.61,30.86,29.08,47.86
1.7to0.5,4.29,32.82,15.42,61.4
1.7to0.6,5.01,35.68,24.08,60.85
1.7to0.7,5.09,34.95,16.55,67.52
1.7to0.8,5.94,38.14,17.04,63.16
1.7to0.9,6.35,39.32,15.82,64.67
1.7to1.0,6.71,39.73,13.12,65.94
1.7to1.1,7.29,41.44,19.27,60.27
1.7to1.2,7.36,40.94,16.15,67.38
1.7to1.3,7.91,43.77,14.32,61.99
1.7to1.4,8.03,43.54,15.39,62.33
1.7to1.5,8.37,44.29,18.5,60.5
1.7to1.6,8.49,44.3,15.09,60.67
1.7to1.7,9.01,46.5,14.03,57.01
1.7to1.8,9.25,47.45,24.99,54.2
1.7to1.9,9.37,46.92,25.92,53.47
1.7to2.0,9.39,45.11,20.48,59.63
1.7to2.1,9.25,45.59,28.7,52.46
1.7to2.2,9.47,45.94,24.79,52.21
1.7to2.3,9.38,44.77,26.59,55.01
1.7to2.4,9.54,45.49,38.72,49.35
1.7to2.5,9.58,47.44,34.39,48.04
1.7to2.6,9.4,44.8,32.21,49.67
1.7to2.7,9.07,42.57,34.52,47.55
1.7to2.8,8.49,38.12,33.49,49.16
1.7to2.9,7.88,36.3,40.48,45.17
1.7to3.0,7.09,31.97,43.8,49.26
1.8to0.1,2.78,9.05,49.71,49.2
1.8to0.2,3.73,28.65,36.77,29.52
1.8to0.3,3.59,30.02,28.92,31.79
1.8to0.4,3.69,31.84,28.1,53.76
1.8to0.5,4.42,34.47,29.97,59.88
1.8to0.6,4.99,35.82,17.89,64.43
1.8to0.7,5.18,35.43,12.27,67.06
1.8to0.8,5.87,38.02,13.53,69.17
1.8to0.9,6.25,39.15,20.36,67.89
1.8to1.0,6.61,39.88,10.88,65.29
1.8to1.1,7.1,41.27,21.05,70.27
1.8to1.2,7.41,42.48,18.48,64.59
1.8to1.3,7.81,43.65,16.98,65.95
1.8to1.4,8.08,44.62,12.5,62.03
1.8to1.5,8.32,45.51,22.62,57.83
1.8to1.6,8.29,43.9,22.39,57.14
1.8to1.7,8.57,45.25,25.11,55.83
1.8to1.8,8.99,46.68,16.47,58.51
1.8to1.9,8.98,44.78,23.59,60.44
1.8to2.0,8.93,45.22,27.72,57.84
1.8to2.1,8.99,44.94,18.82,57.76
1.8to2.2,9.14,44.63,31.51,54.91
1.8to2.3,9.14,45.23,32.15,52.33
1.8to2.4,9.19,44.65,35.39,54.5
1.8to2.5,9.33,45.55,24.53,53.96
1.8to2.6,9.3,44.08,20.89,52.67
1.8to2.7,8.77,41.81,26.94,55.25
1.8to2.8,8.18,37.05,38.48,55.52
1.8to2.9,7.88,35.49,39.92,47.28
1.8to3.0,6.97,31.73,34.89,46.6
1.9to0.1,2.83,7.36,30.43,41.33
1.9to0.2,3.35,25.19,32.77,27.07
1.9to0.3,3.49,29.5,17.86,33.73
1.9to0.4,3.56,31.2,24.63,53.07
1.9to0.5,4.52,36.13,24.18,64.32
1.9to0.6,4.91,36.79,20.45,71.55
1.9to0.7,5.15,36.15,16.14,68.74
1.9to0.8,5.77,38.28,20.51,65.96
1.9to0.9,6.18,39.2,15.44,67.89
1.9to1.0,6.58,40.04,17.66,67.72
1.9to1.1,7.09,42.13,21.32,64.07
1.9to1.2,7.28,42.37,22.62,64.42
1.9to1.3,7.82,44.38,18.6,57.21
1.9to1.4,7.9,44.53,21.4,60.17
1.9to1.5,8.05,44.59,22.63,58.31
1.9to1.6,8.12,44.51,25.88,58.96
1.9to1.7,8.32,45.08,26.8,56.86
1.9to1.8,8.53,45.4,29.43,56.66
1.9to1.9,9.07,47.15,15.99,56.41
1.9to2.0,8.86,45.48,30.07,55.92
1.9to2.1,8.86,45.67,17.42,55.63
1.9to2.2,8.94,45.14,25.27,53.55
1.9to2.3,8.83,44.13,36.02,56.25
1.9to2.4,8.97,44.75,43.21,52.83
1.9to2.5,9.12,45.05,20.93,53.25
1.9to2.6,8.95,43.34,21.22,54.37
1.9to2.7,8.53,41.36,34.53,51.74
1.9to2.8,8.0,37.16,31.13,52.39
1.9to2.9,7.65,36.0,44.13,46.76
1.9to3.0,6.76,30.82,30.8,46.29
2.0to0.1,2.77,8.05,56.52,35.47
2.0to0.2,3.39,26.78,17.4,31.3
2.0to0.3,3.49,30.9,14.36,40.55
2.0to0.4,3.75,33.36,22.93,56.63
2.0to0.5,4.69,37.58,33.99,66.48
2.0to0.6,4.84,36.35,32.37,68.66
2.0to0.7,4.98,35.11,22.94,69.04
2.0to0.8,5.75,37.99,21.2,63.76
2.0to0.9,5.94,37.68,16.32,72.2
2.0to1.0,6.56,40.63,23.11,61.24
2.0to1.1,7.04,42.35,25.04,58.59
