,Sharpness,Contrast,NIQE,BRISQUE
0.7to0.7,5.03,34.74,10.95,42.68
0.7to0.8,5.14,36.92,14.53,74.32
0.7to0.9,5.6,38.3,23.7,72.38
0.7to1.0,6.15,40.81,31.7,73.89
0.7to1.1,6.59,43.09,23.18,63.02
0.7to1.2,6.92,44.03,19.2,58.78
0.7to1.3,7.46,46.15,27.11,52.23
0.7to1.4,7.54,46.24,18.62,52.33
0.7to1.5,7.7,47.3,22.03,57.58
0.7to1.6,7.98,47.57,34.38,56.73
0.7to1.7,8.36,49.24,25.63,50.26
0.7to1.8,8.3,48.87,20.1,50.16
0.7to1.9,8.64,49.79,22.62,49.61
0.7to2.0,8.62,49.63,26.08,52.53
0.7to2.1,8.94,51.03,19.87,47.1
0.7to2.2,9.29,52.8,23.06,38.85
0.7to2.3,9.15,51.33,17.44,45.82
0.7to2.4,8.9,49.83,32.66,40.62
0.7to2.5,8.26,45.07,18.37,43.07
0.7to2.6,8.01,42.24,17.34,41.07
0.7to2.7,7.35,38.42,19.05,35.31
0.7to2.8,6.47,31.64,13.06,33.69
0.7to2.9,5.59,27.54,23.61,41.52
0.7to3.0,4.66,21.96,24.76,43.6
0.8to0.1,2.06,6.68,22.18,37.16
0.8to0.2,2.59,22.5,14.85,23.48
0.8to0.3,2.82,26.22,15.62,48.8
0.8to0.4,3.28,29.33,14.36,51.17
0.8to0.5,3.74,30.94,13.88,69.32
0.8to0.6,4.07,32.12,17.2,77.12
0.8to0.7,4.32,32.78,18.43,78.29
0.8to0.8,5.04,34.61,13.64,41.59
0.8to0.9,5.08,35.8,16.84,58.63
0.8to1.0,5.63,37.84,21.08,48.54
0.8to1.1,6.03,39.05,22.58,45.15
0.8to1.2,6.41,40.07,25.21,46.16
0.8to1.3,6.86,42.12,25.13,38.72
0.8to1.4,6.99,41.92,26.16,35.15
0.8to1.5,7.26,43.01,22.71,34.92
0.8to1.6,7.44,44.24,19.4,35.43
0.8to1.7,7.88,46.39,18.24,30.64
0.8to1.8,7.78,45.01,17.74,30.63
0.8to1.9,7.87,46.2,14.44,33.7
0.8to2.0,8.24,46.59,20.67,32.03
0.8to2.1,8.13,46.76,15.49,34.73
0.8to2.2,8.61,48.21,37.14,28.89
0.8to2.3,8.59,47.41,32.53,25.34
0.8to2.4,8.39,45.62,34.69,23.27
0.8to2.5,7.85,43.21,18.11,30.13
0.8to2.6,7.78,39.86,30.12,15.11
0.8to2.7,7.21,35.9,25.27,13.74
0.8to2.8,6.44,29.36,26.64,17.22
0.8to2.9,5.27,24.18,32.06,23.37
0.8to3.0,4.73,19.94,26.79,22.92
0.9to0.1,2.06,7.06,23.73,42.55
0.9to0.2,2.55,19.74,16.32,21.38
0.9to0.3,2.73,24.8,18.82,36.3
0.9to0.4,3.16,28.14,12.81,52.14
0.9to0.5,3.56,30.03,17.76,66.26
0.9to0.6,3.89,31.73,17.94,77.48
0.9to0.7,4.13,32.01,16.25,75.56
0.9to0.8,4.41,33.6,14.48,76.17
0.9to0.9,5.0,34.65,18.06,44.53
0.9to1.0,5.26,36.49,21.33,47.21
0.9to1.1,5.72,37.98,26.06,35.24
0.9to1.2,5.91,38.42,28.78,32.9
0.9to1.3,6.26,39.72,27.16,34.02
0.9to1.4,6.41,39.75,25.27,28.36
0.9to1.5,6.69,40.66,28.37,28.12
0.9to1.6,6.81,41.4,29.38,23.71
0.9to1.7,7.34,43.7,41.52,17.84
0.9to1.8,7.18,42.8,36.22,24.0
0.9to1.9,7.67,44.3,42.36,20.78
0.9to2.0,7.61,43.21,34.4,17.03
0.9to2.1,7.91,45.38,39.51,17.7
0.9to2.2,8.11,45.89,57.43,17.09
0.9to2.3,8.05,44.13,61.99,14.14
0.9to2.4,7.96,43.14,54.13,13.33
0.9to2.5,7.5,41.23,29.31,14.32
0.9to2.6,7.12,37.42,31.86,13.0
0.9to2.7,6.81,34.05,48.5,10.07
0.9to2.8,5.81,27.4,36.63,11.19
0.9to2.9,5.08,23.53,25.5,17.57
0.9to3.0,4.4,19.42,24.26,26.34
1.0to0.1,2.14,7.05,33.89,40.58
1.0to0.2,2.6,19.62,16.1,28.14
1.0to0.3,2.57,22.85,26.4,33.73
1.0to0.4,3.01,27.08,17.42,50.7
1.0to0.5,3.36,28.53,14.07,61.18
1.0to0.6,3.71,30.17,12.86,71.73
1.0to0.7,3.79,30.09,12.29,69.73
1.0to0.8,4.15,32.23,13.9,75.55
1.0to0.9,4.37,32.85,16.62,75.5
1.0to1.0,5.1,34.75,16.75,44.5
1.0to1.1,5.19,36.07,21.82,44.37
1.0to1.2,5.43,36.62,20.56,37.05
1.0to1.3,5.71,37.59,28.43,33.06
1.0to1.4,5.79,37.23,35.67,27.12
1.0to1.5,6.05,38.15,32.15,22.58
1.0to1.6,6.24,38.4,39.87,19.95
1.0to1.7,6.73,40.46,40.29,12.75
1.0to1.8,6.61,39.07,42.65,13.79
1.0to1.9,6.9,39.67,62.45,9.16
1.0to2.0,7.08,39.42,58.97,5.85
1.0to2.1,7.38,41.6,47.11,5.31
1.0to2.2,7.53,41.94,57.8,4.58
1.0to2.3,7.67,42.2,77.21,5.61
1.0to2.4,7.77,40.9,72.91,4.76
1.0to2.5,7.06,38.14,42.35,7.22
1.0to2.6,6.74,34.61,65.65,3.39
1.0to2.7,6.19,31.86,42.31,12.36
1.0to2.8,5.49,25.64,27.27,17.17
1.0to2.9,4.77,22.26,23.09,16.56
1.0to3.0,4.2,18.91,18.18,20.77
1.1to0.1,2.19,5.99,27.84,39.7
1.1to0.2,2.43,18.63,31.46,29.4
1.1to0.3,2.43,21.49,20.68,47.69
1.1to0.4,2.75,25.08,24.1,54.27
1.1to0.5,3.15,26.91,21.18,63.38
1.1to0.6,3.57,28.96,14.45,66.01
1.1to0.7,3.69,29.4,15.13,70.82
1.1to0.8,3.95,31.03,17.36,74.38
1.1to0.9,4.14,31.58,19.43,72.47
1.1to1.0,4.48,33.35,18.12,68.23
1.1to1.1,5.04,34.64,13.08,42.12
1.1to1.2,5.08,35.49,24.73,48.56
1.1to1.3,5.37,36.68,28.51,36.39
1.1to1.4,5.48,36.05,25.81,29.29
1.1to1.5,5.72,37.16,36.83,27.32
1.1to1.6,6.03,37.21,43.11,21.48
1.1to1.7,6.39,38.97,59.06,12.59
1.1to1.8,6.26,38.03,77.23,12.12
1.1to1.9,6.51,38.42,69.22,11.65
1.1to2.0,6.68,38.8,70.44,10.01
1.1to2.1,6.89,39.43,71.49,5.1
1.1to2.2,7.28,39.73,72.15,-2.17
1.1to2.3,7.38,39.84,73.87,-1.67
1.1to2.4,7.33,39.11,72.35,2.97
1.1to2.5,6.88,35.16,49.5,-0.16
1.1to2.6,6.53,32.13,57.28,1.58
1.1to2.7,6.24,30.26,45.98,8.33
1.1to2.8,5.08,23.53,36.71,11.61
1.1to2.9,4.38,20.57,20.88,9.24
1.1to3.0,4.03,18.02,28.61,8.41
1.2to0.1,2.13,5.41,25.59,39.19
1.2to0.2,2.36,17.6,18.93,32.09
1.2to0.3,2.45,21.07,17.08,42.08
1.2to0.4,2.74,24.49,13.1,41.12
1.2to0.5,3.14,27.22,23.97,60.4
1.2to0.6,3.42,28.89,13.13,66.14
1.2to0.7,3.57,28.89,15.15,65.65
1.2to0.8,3.89,30.88,16.74,73.58
1.2to0.9,4.06,31.78,19.25,77.73
1.2to1.0,4.37,32.95,20.16,70.34
1.2to1.1,4.64,34.15,13.55,65.3
1.2to1.2,5.01,34.71,10.78,44.95
1.2to1.3,5.04,35.73,18.14,50.08
1.2to1.4,5.17,35.54,21.5,36.26
1.2to1.5,5.34,35.84,22.91,28.5
1.2to1.6,5.72,36.91,40.45,20.71
1.2to1.7,6.05,38.35,50.64,17.28
1.2to1.8,5.98,37.31,60.71,12.14
1.2to1.9,6.12,38.44,62.63,9.35
1.2to2.0,6.35,38.02,62.85,5.39
1.2to2.1,6.51,39.1,77.8,1.8
1.2to2.2,6.7,39.17,67.52,1.81
1.2to2.3,6.76,39.08,78.28,-0.1
1.2to2.4,6.61,37.63,69.44,1.02
1.2to2.5,6.25,34.42,57.5,-1.49
1.2to2.6,6.33,32.6,56.52,-1.42
1.2to2.7,5.7,29.35,48.56,1.06
1.2to2.8,4.7,23.33,27.32,8.39
1.2to2.9,4.2,21.14,25.68,9.94
1.2to3.0,3.64,16.78,29.47,10.47
1.3to0.1,2.11,5.24,16.76,36.48
1.3to0.2,2.46,18.72,21.23,29.19
1.3to0.3,2.41,20.39,16.71,35.38
1.3to0.4,2.66,23.72,25.16,46.57
1.3to0.5,2.99,25.73,13.58,58.41
1.3to0.6,3.25,27.91,18.84,69.34
1.3to0.7,3.45,28.41,20.57,64.79
1.3to0.8,3.66,29.78,14.36,72.12
1.3to0.9,3.8,30.25,21.89,73.17
1.3to1.0,4.07,31.24,22.18,68.6
1.3to1.1,4.38,33.11,17.86,66.1
1.3to1.2,4.52,33.47,20.08,67.83
1.3to1.3,4.98,34.5,15.11,42.98
1.3to1.4,4.85,34.31,16.95,48.6
1.3to1.5,5.04,34.93,21.5,39.63
1.3to1.6,5.26,35.01,33.65,26.4
1.3to1.7,5.55,36.21,29.9,22.15
1.3to1.8,5.63,35.76,43.25,16.31
1.3to1.9,5.64,36.33,45.14,15.29
1.3to2.0,5.95,37.21,51.78,10.51
1.3to2.1,6.07,37.25,55.4,8.98
1.3to2.2,6.47,39.27,78.52,4.53
1.3to2.3,6.6,39.47,66.4,0.86
1.3to2.4,6.44,37.32,79.34,0.59
1.3to2.5,5.88,33.13,53.44,1.67
1.3to2.6,5.62,30.8,42.2,1.05
1.3to2.7,5.41,28.14,66.91,-5.14
1.3to2.8,4.76,22.58,41.62,2.58
1.3to2.9,4.04,20.44,26.49,4.38
1.3to3.0,3.56,16.9,27.72,6.42
1.4to0.1,1.96,4.58,21.25,39.94
1.4to0.2,2.51,19.06,12.68,32.77
1.4to0.3,2.32,20.37,19.47,46.54
1.4to0.4,2.56,23.41,15.29,51.33
1.4to0.5,2.95,25.89,21.44,66.6
1.4to0.6,3.28,28.26,20.67,73.92
1.4to0.7,3.64,29.34,19.82,67.22
1.4to0.8,3.7,30.16,20.62,75.5
1.4to0.9,3.95,31.45,20.09,75.51
1.4to1.0,4.09,31.98,21.01,72.93
1.4to1.1,4.31,33.12,19.58,72.3
1.4to1.2,4.49,33.7,22.44,73.64
1.4to1.3,4.7,34.81,19.41,66.68
1.4to1.4,4.98,34.57,13.75,42.7
1.4to1.5,4.91,34.79,15.99,52.6
1.4to1.6,5.04,34.95,16.92,44.12
1.4to1.7,5.49,37.15,19.73,29.89
1.4to1.8,5.38,35.77,26.58,27.07
1.4to1.9,5.6,36.43,42.36,21.48
1.4to2.0,5.79,37.41,35.83,17.85
1.4to2.1,5.98,38.19,60.09,14.31
1.4to2.2,6.04,38.83,59.47,9.93
1.4to2.3,6.15,38.68,71.67,6.44
1.4to2.4,6.07,37.42,43.07,8.4
1.4to2.5,5.6,34.03,63.24,9.27
1.4to2.6,5.37,31.15,50.26,7.81
1.4to2.7,5.01,28.41,29.52,6.57
1.4to2.8,4.4,23.05,48.27,7.87
1.4to2.9,3.85,21.13,23.03,12.89
1.4to3.0,3.43,16.93,23.94,8.66
1.5to0.1,2.07,4.91,18.2,39.79
1.5to0.2,2.4,18.56,27.56,38.47
1.5to0.3,2.29,19.46,24.71,46.56
1.5to0.4,2.57,23.02,17.96,48.65
1.5to0.5,2.96,25.8,13.83,63.83
1.5to0.6,3.07,26.68,23.22,75.47
1.5to0.7,3.4,28.27,32.24,77.88
1.5to0.8,3.63,29.54,25.62,75.53
1.5to0.9,3.71,30.05,18.33,73.41
1.5to1.0,4.0,31.74,17.33,72.13
1.5to1.1,4.23,32.8,21.83,76.43
1.5to1.2,4.38,33.38,21.4,76.69
1.5to1.3,4.64,34.85,20.57,71.99
1.5to1.4,4.67,34.19,16.6,60.2
1.5to1.5,4.98,34.76,14.96,44.94
1.5to1.6,4.99,34.81,17.38,39.79
1.5to1.7,5.2,36.1,17.27,40.29
1.5to1.8,5.25,35.21,26.53,24.79
1.5to1.9,5.44,36.02,30.6,22.75
1.5to2.0,5.41,35.12,34.0,19.26
1.5to2.1,5.73,37.02,32.59,17.25
1.5to2.2,5.97,38.42,47.96,11.45
1.5to2.3,6.0,38.13,52.28,10.21
1.5to2.4,5.97,36.49,66.95,4.22
1.5to2.5,5.34,32.67,38.41,10.13
1.5to2.6,5.26,30.47,47.04,6.07
1.5to2.7,4.94,27.9,44.3,1.99
1.5to2.8,4.18,21.97,40.88,-1.23
1.5to2.9,3.69,20.07,26.96,4.56
1.5to3.0,3.24,16.42,26.8,2.81
1.6to0.1,2.0,4.74,18.1,45.94
1.6to0.2,2.36,18.56,23.42,31.4
1.6to0.3,2.24,20.09,30.46,45.9
1.6to0.4,2.49,22.5,23.09,56.66
1.6to0.5,2.74,24.31,26.67,64.8
1.6to0.6,3.03,26.29,26.47,74.39
1.6to0.7,3.72,30.47,27.59,75.32
1.6to0.8,3.92,31.24,19.92,78.48
1.6to0.9,4.06,32.15,19.99,81.38
1.6to1.0,4.18,32.45,22.23,78.24
1.6to1.1,4.31,32.82,21.24,83.76
1.6to1.2,4.44,32.71,20.32,79.45
1.6to1.3,4.57,34.06,23.25,80.7
1.6to1.4,4.64,34.01,18.2,75.68
1.6to1.5,4.74,34.2,18.45,74.3
1.6to1.6,5.11,34.61,11.39,44.86
1.6to1.7,4.89,34.17,17.55,60.43
1.6to1.8,4.94,34.13,15.91,63.38
1.6to1.9,4.93,34.04,15.03,58.36
1.6to2.0,4.86,33.03,15.23,55.86
1.6to2.1,4.91,33.21,19.98,55.39
1.6to2.2,4.9,32.12,16.93,52.51
1.6to2.3,4.94,32.13,19.5,54.45
1.6to2.4,4.96,31.49,18.7,45.99
1.6to2.5,5.01,31.78,20.28,41.33
1.6to2.6,5.03,30.87,29.44,35.54
1.6to2.7,4.84,28.4,21.0,31.91
1.6to2.8,4.66,25.63,17.27,24.33
1.6to2.9,4.53,24.69,26.78,20.13
1.6to3.0,4.03,23.11,22.68,29.7
1.7to0.1,2.47,10.04,27.38,28.36
1.7to0.2,2.85,24.19,20.01,22.33
1.7to0.3,2.67,25.14,19.52,32.99
1.7to0.4,2.83,27.05,21.14,34.68
1.7to0.5,3.29,29.18,13.99,49.97
1.7to0.6,3.59,30.58,13.7,65.71
1.7to0.7,3.62,29.53,18.9,68.55
1.7to0.8,3.84,30.82,21.28,80.35
1.7to0.9,3.97,31.29,18.6,78.27
1.7to1.0,4.11,31.63,21.77,80.58
1.7to1.1,4.2,32.15,17.61,79.89
1.7to1.2,4.26,31.55,19.12,78.29
1.7to1.3,4.5,33.46,21.86,82.76
1.7to1.4,4.5,33.17,29.68,77.25
1.7to1.5,4.56,33.13,19.74,78.17
1.7to1.6,4.54,32.69,24.77,75.78
1.7to1.7,5.04,34.17,11.91,48.09
1.7to1.8,4.83,34.4,15.68,65.94
1.7to1.9,4.79,32.94,19.35,62.01
1.7to2.0,4.72,31.61,17.01,64.5
1.7to2.1,4.76,31.96,16.79,59.86
1.7to2.2,4.77,31.47,16.54,58.39
1.7to2.3,4.75,30.87,18.42,52.87
1.7to2.4,4.78,30.69,16.59,46.4
1.7to2.5,4.97,32.57,20.09,45.67
1.7to2.6,4.98,30.41,20.23,36.15
1.7to2.7,4.67,28.18,18.02,31.69
1.7to2.8,4.44,25.18,18.16,31.25
1.7to2.9,4.05,23.86,16.16,38.14
1.7to3.0,3.94,21.9,13.57,29.47
1.8to0.1,2.3,10.24,33.0,38.01
1.8to0.2,2.81,24.05,14.59,21.51
1.8to0.3,2.76,26.14,15.31,33.39
1.8to0.4,2.83,27.96,20.58,41.05
1.8to0.5,3.24,29.66,12.23,56.47
1.8to0.6,3.55,30.68,19.63,66.31
1.8to0.7,3.61,29.58,21.31,71.29
1.8to0.8,3.79,30.46,24.97,79.59
1.8to0.9,3.93,31.38,16.24,80.46
1.8to1.0,4.03,30.86,19.06,79.43
1.8to1.1,4.14,32.14,29.48,84.85
1.8to1.2,4.3,32.81,27.76,82.13
1.8to1.3,4.36,33.11,18.85,82.38
1.8to1.4,4.5,33.83,21.31,83.46
1.8to1.5,4.59,34.12,21.0,78.83
1.8to1.6,4.5,32.79,20.35,72.76
1.8to1.7,4.64,33.99,22.79,72.55
1.8to1.8,5.04,34.53,13.98,42.82
1.8to1.9,4.65,32.43,14.47,70.2
1.8to2.0,4.66,32.36,18.03,69.91
1.8to2.1,4.64,32.22,14.03,65.82
1.8to2.2,4.75,32.0,21.72,62.08
1.8to2.3,4.66,31.11,24.98,58.88
1.8to2.4,4.69,31.19,13.66,51.91
1.8to2.5,4.81,31.62,21.67,46.22
1.8to2.6,4.86,30.2,19.29,37.09
1.8to2.7,4.59,28.29,16.63,36.74
1.8to2.8,4.33,25.31,20.33,30.88
1.8to2.9,4.04,23.39,20.24,35.02
1.8to3.0,3.85,21.62,15.78,21.19
1.9to0.1,2.32,8.17,29.14,32.64
1.9to0.2,2.54,22.11,16.76,36.09
1.9to0.3,2.6,25.35,25.96,37.66
1.9to0.4,2.84,28.28,19.46,52.4
1.9to0.5,3.28,30.85,23.4,58.92
1.9to0.6,3.49,31.3,12.83,75.77
1.9to0.7,3.55,30.14,27.56,77.37
1.9to0.8,3.73,31.27,28.26,83.69
1.9to0.9,3.85,31.75,23.79,82.59
1.9to1.0,3.99,32.16,21.43,83.58
1.9to1.1,4.16,33.2,33.53,85.43
1.9to1.2,4.28,33.41,30.34,86.33
1.9to1.3,4.38,33.91,29.93,82.81
1.9to1.4,4.45,34.41,28.35,84.63
1.9to1.5,4.51,34.31,30.03,81.35
1.9to1.6,4.48,33.92,28.13,82.15
1.9to1.7,4.56,33.88,23.13,72.53
1.9to1.8,4.6,33.88,18.04,73.31
1.9to1.9,5.1,34.7,14.82,42.11
1.9to2.0,4.63,33.1,15.96,71.24
1.9to2.1,4.62,33.24,15.96,72.39
1.9to2.2,4.55,32.33,18.19,68.52
1.9to2.3,4.57,31.81,18.02,68.03
1.9to2.4,4.64,31.83,13.41,56.77
1.9to2.5,4.63,31.01,26.25,54.24
1.9to2.6,4.53,29.16,23.2,48.55
1.9to2.7,4.44,28.98,17.13,45.71
1.9to2.8,4.19,25.23,17.69,34.04
1.9to2.9,3.96,24.49,27.89,35.99
1.9to3.0,3.65,21.05,21.36,31.39
2.0to0.1,2.22,8.45,27.18,39.46
2.0to0.2,2.49,22.26,18.46,30.74
2.0to0.3,2.64,26.41,27.55,42.21
2.0to0.4,2.87,29.04,22.34,49.61
2.0to0.5,3.32,31.84,20.74,57.2
2.0to0.6,3.45,31.3,23.79,75.71
2.0to0.7,3.44,29.69,31.23,79.4
2.0to0.8,3.67,30.8,25.49,82.13
2.0to0.9,3.81,31.47,19.24,85.41
2.0to1.0,3.99,32.81,26.91,82.71
