,Sharpness,Contrast,NIQE,BRISQUE
0.2to1.5,15.23,49.31,20.17,37.28
0.2to1.6,14.6,50.31,18.12,35.6
0.2to1.7,15.4,46.31,17.36,47.4
0.2to1.8,16.06,51.18,18.75,41.82
0.2to1.9,17.55,50.27,18.3,53.79
0.2to2.0,16.57,51.18,17.75,44.48
0.2to2.1,16.79,50.75,15.63,41.19
0.2to2.2,17.77,52.82,18.76,48.37
0.2to2.3,18.13,48.28,29.49,54.09
0.2to2.4,16.91,48.8,13.16,43.51
0.2to2.5,17.19,47.8,17.39,46.57
0.2to2.6,18.02,46.45,20.76,43.55
0.2to2.7,17.42,42.46,21.31,45.95
0.2to2.8,17.76,44.42,16.8,36.17
0.2to2.9,16.7,38.98,17.44,42.84
0.2to3.0,13.67,27.92,16.49,35.54
0.3to0.1,15.63,32.98,19.64,29.73
0.3to0.2,14.06,42.81,16.07,23.37
0.3to0.3,19.35,64.45,16.66,19.36
0.3to0.4,17.87,70.0,15.85,14.52
0.3to0.5,17.4,75.98,17.07,26.79
0.3to0.6,17.59,76.57,20.06,37.72
0.3to0.7,17.42,74.3,28.55,28.12
0.3to0.8,17.03,73.2,24.16,24.0
0.3to0.9,18.05,77.38,27.57,30.88
0.3to1.0,16.51,75.55,31.69,46.02
0.3to1.1,16.61,74.52,26.75,27.46
0.3to1.2,16.75,74.08,33.83,25.89
0.3to1.3,17.89,75.77,23.66,32.47
0.3to1.4,17.89,76.82,22.22,34.55
0.3to1.5,17.54,78.18,23.9,23.94
0.3to1.6,18.49,72.17,22.13,22.36
0.3to1.7,16.33,75.83,30.74,49.22
0.3to1.8,18.57,73.13,27.45,20.35
0.3to1.9,15.93,71.55,32.06,43.42
0.3to2.0,16.24,72.04,34.19,29.86
0.3to2.1,18.2,70.71,24.73,21.84
0.3to2.2,16.75,76.23,35.74,27.83
0.3to2.3,16.05,73.7,34.45,34.86
0.3to2.4,16.15,71.4,28.15,22.9
0.3to2.5,16.02,71.25,41.95,39.59
0.3to2.6,15.36,64.32,58.1,23.89
0.3to2.7,15.71,61.91,40.39,13.42
0.3to2.8,14.84,54.93,50.7,13.74
0.3to2.9,14.5,43.0,21.7,24.16
0.3to3.0,14.62,39.35,20.53,17.87
0.4to0.1,16.04,31.68,42.83,29.25
0.4to0.2,14.45,34.36,42.8,17.87
0.4to0.3,15.07,45.93,18.81,25.3
0.4to0.4,19.33,64.36,13.71,8.91
0.4to0.5,18.89,73.11,16.16,22.73
0.4to0.6,18.94,73.94,25.21,18.8
0.4to0.7,17.2,75.6,27.98,24.3
0.4to0.8,16.82,74.68,33.81,27.2
0.4to0.9,17.96,72.39,18.11,33.63
0.4to1.0,17.22,76.31,42.52,26.17
0.4to1.1,16.99,75.18,25.44,23.4
0.4to1.2,16.2,72.46,42.54,24.48
0.4to1.3,16.2,72.34,44.5,42.5
0.4to1.4,16.58,74.49,29.41,31.14
0.4to1.5,16.05,72.83,35.81,38.68
0.4to1.6,16.31,72.02,34.25,44.58
0.4to1.7,16.17,72.69,30.8,45.42
0.4to1.8,16.42,74.11,43.6,35.51
0.4to1.9,15.99,70.64,47.57,34.11
0.4to2.0,16.54,71.59,37.18,33.59
0.4to2.1,17.42,73.76,38.08,25.18
0.4to2.2,16.11,71.76,34.46,43.09
0.4to2.3,16.45,70.86,40.74,28.44
0.4to2.4,16.3,67.51,40.74,25.73
0.4to2.5,16.55,72.15,31.54,42.36
0.4to2.6,16.86,64.07,31.2,15.34
0.4to2.7,16.09,61.7,34.17,51.38
0.4to2.8,15.2,57.13,35.9,34.04
0.4to2.9,17.42,53.78,24.29,5.21
0.4to3.0,15.85,41.63,21.48,17.78
0.5to0.1,16.18,31.87,29.33,22.31
0.5to0.2,13.95,32.48,18.83,28.83
0.5to0.3,13.51,37.53,17.57,23.69
0.5to0.4,14.75,45.53,23.77,16.64
0.5to0.5,19.12,64.42,11.87,14.7
0.5to0.6,20.55,73.06,19.09,20.56
0.5to0.7,21.27,77.27,17.55,13.7
0.5to0.8,20.66,81.76,19.21,12.15
0.5to0.9,22.83,81.96,15.17,12.69
0.5to1.0,22.24,82.5,15.74,20.23
0.5to1.1,21.04,84.36,33.32,16.02
0.5to1.2,22.1,85.58,22.33,58.24
0.5to1.3,21.22,86.95,30.3,55.05
0.5to1.4,20.75,86.23,22.11,40.61
0.5to1.5,21.28,86.72,27.21,49.33
0.5to1.6,21.54,86.47,25.29,31.41
0.5to1.7,21.25,87.67,24.33,51.55
0.5to1.8,20.87,86.87,24.72,67.63
0.5to1.9,20.79,86.61,27.55,63.64
0.5to2.0,21.04,86.67,25.64,51.99
0.5to2.1,21.81,86.62,29.33,43.23
0.5to2.2,21.41,85.29,26.73,29.75
0.5to2.3,21.27,86.88,24.39,50.68
0.5to2.4,21.86,85.26,21.92,14.16
0.5to2.5,21.39,85.75,33.97,49.63
0.5to2.6,22.37,83.58,31.41,9.4
0.5to2.7,24.08,82.4,18.13,27.13
0.5to2.8,24.18,80.29,20.83,5.3
0.5to2.9,25.41,73.99,28.06,7.67
0.5to3.0,23.82,69.04,16.18,5.17
0.6to0.1,15.36,29.8,25.73,27.24
0.6to0.2,15.05,35.54,18.4,27.43
0.6to0.3,13.87,37.68,21.62,26.67
0.6to0.4,13.58,38.55,16.58,22.44
0.6to0.5,16.33,52.51,18.56,20.73
0.6to0.6,18.82,62.1,15.22,16.22
0.6to0.7,19.27,67.66,22.24,20.0
0.6to0.8,20.85,74.76,33.15,15.29
0.6to0.9,22.24,73.33,18.61,21.17
0.6to1.0,22.44,76.01,23.37,13.45
0.6to1.1,22.54,82.27,18.6,30.35
0.6to1.2,22.47,80.9,13.57,25.43
0.6to1.3,21.02,84.78,26.56,20.37
0.6to1.4,20.72,84.65,22.36,33.55
0.6to1.5,21.11,84.02,28.17,16.52
0.6to1.6,21.19,84.83,22.1,31.37
0.6to1.7,23.26,80.82,13.95,28.42
0.6to1.8,20.72,80.29,32.98,14.51
0.6to1.9,21.35,80.81,16.0,12.79
0.6to2.0,22.03,79.9,13.42,20.95
0.6to2.1,20.53,79.9,25.29,9.27
0.6to2.2,22.72,79.46,16.15,18.36
0.6to2.3,19.18,79.32,87.98,65.41
0.6to2.4,19.91,79.84,56.2,48.04
0.6to2.5,24.09,76.51,17.16,6.89
0.6to2.6,21.94,76.26,14.45,16.42
0.6to2.7,24.33,67.41,21.78,17.24
0.6to2.8,23.91,64.21,14.9,12.94
0.6to2.9,24.65,59.2,17.59,20.73
0.6to3.0,22.65,51.59,22.29,26.16
0.7to0.1,12.28,22.79,19.29,35.32
0.7to0.2,15.31,53.55,24.38,23.7
0.7to0.3,15.39,53.8,41.0,11.48
0.7to0.4,14.24,51.31,22.3,19.28
0.7to0.5,13.45,50.54,22.16,12.72
0.7to0.6,15.74,57.63,15.57,26.99
0.7to0.7,19.0,64.36,15.19,10.8
0.7to0.8,20.33,67.7,14.11,28.64
0.7to0.9,21.14,66.63,14.21,24.36
0.7to1.0,21.8,67.36,17.14,8.65
0.7to1.1,22.65,71.56,13.8,3.01
0.7to1.2,22.9,73.22,17.4,0.55
0.7to1.3,23.39,75.87,14.5,6.42
0.7to1.4,23.5,75.49,14.31,17.06
0.7to1.5,23.1,76.35,27.25,1.49
0.7to1.6,23.0,75.57,16.97,14.6
0.7to1.7,23.33,77.21,17.24,9.18
0.7to1.8,23.57,77.34,22.75,11.32
0.7to1.9,22.57,80.84,14.39,25.77
0.7to2.0,23.4,79.24,18.89,8.68
0.7to2.1,20.83,81.64,22.12,32.47
0.7to2.2,22.21,78.48,16.23,28.85
0.7to2.3,20.58,79.17,29.35,39.37
0.7to2.4,20.77,78.72,24.47,9.71
0.7to2.5,24.94,74.16,16.48,15.25
0.7to2.6,23.12,73.82,16.46,14.53
0.7to2.7,25.09,68.43,13.51,16.25
0.7to2.8,24.82,62.32,13.56,14.52
0.7to2.9,24.41,57.24,18.89,33.25
0.7to3.0,23.4,52.95,12.63,27.24
0.8to0.1,11.97,24.4,30.4,21.01
0.8to0.2,12.37,53.84,44.12,19.14
0.8to0.3,13.82,48.8,29.33,17.48
0.8to0.4,12.61,49.18,32.94,18.58
0.8to0.5,13.28,51.89,21.84,13.48
0.8to0.6,14.56,55.66,17.75,21.49
0.8to0.7,15.43,56.99,28.26,18.4
0.8to0.8,18.56,64.55,14.97,14.68
0.8to0.9,19.76,65.84,17.9,29.91
0.8to1.0,20.92,69.85,11.54,21.44
0.8to1.1,21.81,71.24,13.66,23.97
0.8to1.2,22.38,71.37,12.97,18.55
0.8to1.3,22.87,71.97,12.58,29.14
0.8to1.4,22.69,71.9,14.12,24.6
0.8to1.5,22.91,71.97,14.21,15.52
0.8to1.6,23.7,74.75,18.96,6.75
0.8to1.7,23.42,78.21,17.88,1.13
0.8to1.8,24.24,76.69,21.39,-2.31
0.8to1.9,23.23,79.07,23.51,-7.15
0.8to2.0,23.95,77.66,21.18,4.44
0.8to2.1,20.34,79.86,36.79,46.91
0.8to2.2,22.13,78.78,14.38,0.18
0.8to2.3,21.83,78.72,16.07,-0.67
0.8to2.4,23.41,77.18,19.28,3.58
0.8to2.5,23.52,76.39,22.02,-5.43
0.8to2.6,24.49,73.67,22.55,4.81
0.8to2.7,25.35,68.55,15.36,20.77
0.8to2.8,23.83,64.55,13.77,21.64
0.8to2.9,24.48,57.96,18.73,29.54
0.8to3.0,23.33,52.65,26.94,20.97
0.9to0.1,12.01,23.65,19.03,30.41
0.9to0.2,14.4,43.51,37.35,25.35
0.9to0.3,14.07,42.81,59.87,22.6
0.9to0.4,12.24,42.04,24.7,26.13
0.9to0.5,12.51,49.21,33.67,10.94
0.9to0.6,14.03,53.61,23.08,18.48
0.9to0.7,14.82,56.2,28.65,16.7
0.9to0.8,15.41,58.07,13.38,23.1
0.9to0.9,18.32,65.03,19.13,7.5
0.9to1.0,19.29,66.23,12.64,17.74
0.9to1.1,21.03,70.71,15.46,13.99
0.9to1.2,21.0,71.23,15.05,17.05
0.9to1.3,22.25,73.46,14.69,16.93
0.9to1.4,22.35,71.89,13.0,13.25
0.9to1.5,22.94,73.98,13.32,17.11
0.9to1.6,23.16,75.89,17.1,4.61
0.9to1.7,20.92,79.6,24.67,2.79
0.9to1.8,23.7,78.14,19.6,-0.23
0.9to1.9,21.12,80.14,35.94,26.72
0.9to2.0,22.24,77.84,20.88,6.39
0.9to2.1,20.79,78.98,30.08,22.84
0.9to2.2,22.81,78.35,13.77,3.6
0.9to2.3,19.92,79.13,68.23,54.09
0.9to2.4,24.23,75.97,19.8,7.71
0.9to2.5,23.51,74.4,23.9,2.49
0.9to2.6,23.65,72.77,24.35,6.16
0.9to2.7,24.15,70.42,20.51,13.49
0.9to2.8,24.29,63.0,13.18,28.41
0.9to2.9,24.36,58.45,15.3,37.13
0.9to3.0,21.48,53.56,21.0,18.36
1.0to0.1,11.05,24.48,21.59,24.7
1.0to0.2,12.86,39.88,48.31,27.81
1.0to0.3,12.19,39.38,41.79,23.03
1.0to0.4,11.82,37.11,63.39,22.55
1.0to0.5,11.56,47.31,27.79,13.95
1.0to0.6,12.71,50.14,25.86,13.45
1.0to0.7,12.92,50.72,20.48,14.59
1.0to0.8,14.83,55.94,20.52,18.37
1.0to0.9,16.12,59.7,18.86,22.09
1.0to1.0,18.58,64.51,20.37,10.92
1.0to1.1,19.83,66.8,13.51,22.3
1.0to1.2,20.58,69.42,15.27,15.26
1.0to1.3,21.35,70.38,12.23,10.93
1.0to1.4,21.82,72.51,13.62,6.47
1.0to1.5,22.16,74.04,16.01,3.13
1.0to1.6,22.71,73.71,18.64,15.57
1.0to1.7,21.92,77.69,16.84,-1.74
1.0to1.8,22.92,76.98,14.0,-1.13
1.0to1.9,21.96,79.06,15.89,0.08
1.0to2.0,23.93,75.41,20.09,5.81
1.0to2.1,23.41,76.71,13.92,4.77
1.0to2.2,23.91,75.76,18.86,5.38
1.0to2.3,24.68,75.28,20.08,1.47
1.0to2.4,24.03,75.53,17.37,5.58
1.0to2.5,23.39,74.9,22.16,5.24
1.0to2.6,23.68,72.09,27.73,9.98
1.0to2.7,24.97,66.97,14.8,22.52
1.0to2.8,23.84,63.38,17.06,29.6
1.0to2.9,23.09,56.68,19.27,28.55
1.0to3.0,20.98,49.29,18.67,25.6
1.1to0.1,10.65,22.68,21.11,26.3
1.1to0.2,12.33,46.02,37.94,14.83
1.1to0.3,11.36,42.17,48.99,16.67
1.1to0.4,10.38,39.01,36.74,17.18
1.1to0.5,10.78,44.04,31.44,11.51
1.1to0.6,11.76,47.32,22.51,10.9
1.1to0.7,11.23,48.34,21.78,11.82
1.1to0.8,13.06,53.6,29.89,15.65
1.1to0.9,14.34,55.99,21.42,19.48
1.1to1.0,15.11,56.89,15.61,22.82
1.1to1.1,18.58,65.33,11.1,16.24
1.1to1.2,18.26,64.6,12.5,27.18
1.1to1.3,20.64,68.61,16.58,16.67
1.1to1.4,21.28,68.97,15.79,19.77
1.1to1.5,22.19,72.03,14.82,18.84
1.1to1.6,22.59,73.05,15.76,19.78
1.1to1.7,22.32,76.8,13.8,13.15
1.1to1.8,22.45,76.64,13.83,13.7
1.1to1.9,23.0,78.81,20.26,5.0
1.1to2.0,23.31,78.4,13.07,13.95
1.1to2.1,23.44,76.83,14.78,8.34
1.1to2.2,23.4,75.07,15.77,12.7
1.1to2.3,23.07,74.9,11.91,6.24
1.1to2.4,23.55,76.8,19.74,11.4
1.1to2.5,23.81,73.96,24.13,4.19
1.1to2.6,24.04,72.7,24.61,3.28
1.1to2.7,24.24,68.02,19.93,22.81
1.1to2.8,23.29,60.36,17.05,21.84
1.1to2.9,21.95,53.93,30.43,25.54
1.1to3.0,19.49,46.11,32.63,22.55
1.2to0.1,10.22,21.77,15.93,24.75
1.2to0.2,11.58,41.19,22.97,16.25
1.2to0.3,10.94,43.2,29.52,17.72
1.2to0.4,9.8,35.39,28.39,18.44
1.2to0.5,10.29,41.02,23.27,12.68
1.2to0.6,10.85,44.93,19.83,19.46
1.2to0.7,10.72,46.3,24.51,12.93
1.2to0.8,12.14,50.72,19.1,18.46
1.2to0.9,13.15,51.68,14.21,29.26
1.2to1.0,14.95,57.61,13.25,23.62
1.2to1.1,16.45,61.08,14.01,28.19
1.2to1.2,18.39,64.64,12.11,28.66
1.2to1.3,19.25,66.31,17.49,24.23
1.2to1.4,20.37,67.68,17.74,18.16
1.2to1.5,21.51,72.3,15.95,21.78
1.2to1.6,22.06,72.66,17.32,7.59
1.2to1.7,22.09,76.94,19.66,9.81
1.2to1.8,22.36,77.03,18.28,10.66
1.2to1.9,22.64,76.15,15.87,7.44
1.2to2.0,22.88,77.86,18.3,-5.2
1.2to2.1,22.15,78.26,19.14,-0.02
1.2to2.2,23.19,74.31,10.68,2.31
1.2to2.3,22.34,75.98,15.69,2.34
1.2to2.4,23.06,75.16,10.47,1.52
1.2to2.5,23.5,73.2,20.95,20.48
1.2to2.6,23.13,70.6,21.65,16.9
1.2to2.7,23.68,67.78,19.98,28.75
1.2to2.8,22.39,59.53,18.78,32.58
1.2to2.9,20.56,52.63,23.62,34.69
1.2to3.0,17.99,44.11,26.65,22.03
1.3to0.1,10.2,17.8,20.8,33.66
1.3to0.2,10.29,37.32,16.94,19.44
1.3to0.3,9.6,35.52,28.52,18.66
1.3to0.4,9.35,38.75,38.01,21.24
1.3to0.5,10.26,43.95,20.54,15.65
1.3to0.6,10.36,44.49,14.46,18.02
1.3to0.7,9.29,42.24,16.45,16.99
1.3to0.8,10.67,44.96,11.01,26.61
1.3to0.9,11.69,47.81,11.34,30.0
1.3to1.0,13.1,55.51,16.51,16.19
1.3to1.1,15.12,58.88,13.98,18.46
1.3to1.2,15.39,59.72,9.94,14.46
1.3to1.3,18.22,66.01,11.8,16.59
1.3to1.4,18.28,66.45,18.57,21.93
1.3to1.5,19.63,68.19,15.47,24.13
1.3to1.6,21.19,72.33,15.17,12.11
1.3to1.7,21.65,74.75,14.54,12.2
1.3to1.8,21.92,74.69,12.96,11.5
1.3to1.9,22.61,76.38,14.11,3.64
1.3to2.0,22.83,75.96,15.14,21.51
1.3to2.1,22.61,77.28,16.08,22.69
1.3to2.2,22.75,76.78,18.57,24.84
1.3to2.3,22.31,77.24,21.15,16.96
1.3to2.4,22.76,75.33,20.04,15.61
1.3to2.5,23.31,72.58,17.55,19.43
1.3to2.6,23.36,70.45,15.85,26.73
1.3to2.7,23.6,66.12,23.94,13.94
1.3to2.8,21.89,58.18,29.15,22.55
1.3to2.9,20.56,53.85,46.87,27.37
1.3to3.0,17.61,44.59,21.69,32.7
1.4to0.1,10.04,24.05,15.9,19.18
1.4to0.2,9.71,32.35,38.69,15.8
1.4to0.3,9.37,36.15,24.63,15.38
1.4to0.4,8.6,32.9,13.07,16.98
1.4to0.5,9.89,41.04,12.59,19.96
1.4to0.6,10.06,43.85,11.63,18.92
1.4to0.7,9.79,45.67,20.14,7.59
1.4to0.8,10.87,47.83,18.77,21.1
1.4to0.9,11.7,49.46,21.4,23.32
1.4to1.0,12.61,52.63,9.8,21.64
1.4to1.1,14.38,57.28,10.81,18.89
1.4to1.2,14.89,59.85,14.3,9.52
1.4to1.3,16.66,63.38,11.16,18.74
1.4to1.4,18.3,66.2,11.01,15.62
1.4to1.5,18.67,67.77,14.64,13.2
1.4to1.6,20.06,69.54,15.5,14.97
1.4to1.7,21.11,72.78,15.81,13.12
1.4to1.8,21.71,74.17,13.58,6.72
1.4to1.9,22.25,75.23,13.22,3.88
1.4to2.0,22.53,74.88,14.94,23.66
1.4to2.1,22.66,75.47,16.53,20.0
1.4to2.2,22.49,75.25,17.93,14.15
1.4to2.3,21.95,76.0,12.62,5.7
1.4to2.4,22.64,75.55,19.0,17.37
1.4to2.5,22.76,71.75,17.26,8.71
1.4to2.6,22.83,69.79,18.85,19.9
1.4to2.7,22.7,64.29,24.74,11.05
1.4to2.8,20.99,57.65,24.7,30.5
1.4to2.9,19.71,53.11,31.26,21.07
1.4to3.0,17.07,44.05,28.51,34.82
1.5to0.1,9.5,19.5,10.99,25.96
1.5to0.2,10.11,41.9,14.47,8.58
1.5to0.3,9.23,34.6,32.41,16.19
1.5to0.4,8.73,36.61,18.9,16.64
1.5to0.5,9.59,40.89,18.19,12.28
1.5to0.6,9.69,43.59,12.62,16.32
1.5to0.7,9.15,43.98,12.97,11.81
1.5to0.8,9.96,44.85,14.86,23.72
1.5to0.9,11.15,48.01,12.12,16.15
1.5to1.0,11.53,47.69,11.57,24.08
1.5to1.1,13.51,54.11,14.27,26.88
1.5to1.2,14.47,58.75,18.22,15.46
1.5to1.3,15.61,60.48,12.5,22.62
1.5to1.4,16.06,62.22,15.3,12.13
1.5to1.5,18.17,66.34,15.23,10.54
1.5to1.6,18.34,66.55,16.41,4.78
1.5to1.7,19.83,70.12,15.55,11.97
1.5to1.8,20.58,72.09,14.69,16.83
1.5to1.9,21.45,74.82,15.44,6.59
1.5to2.0,21.61,76.51,23.93,5.21
1.5to2.1,21.66,76.23,26.27,5.69
1.5to2.2,22.34,75.02,21.25,7.87
1.5to2.3,22.1,75.34,22.73,13.57
1.5to2.4,21.92,76.45,22.25,12.39
1.5to2.5,22.36,70.05,15.46,9.22
1.5to2.6,22.51,67.62,26.35,15.85
1.5to2.7,22.09,63.45,22.83,22.15
1.5to2.8,19.83,56.11,23.05,18.2
1.5to2.9,18.27,49.23,18.47,24.71
1.5to3.0,16.04,41.59,28.34,34.12
1.6to0.1,8.66,18.8,18.47,25.86
1.6to0.2,9.31,41.64,24.13,9.6
1.6to0.3,8.45,36.07,22.07,12.23
1.6to0.4,8.2,37.51,24.64,3.82
1.6to0.5,8.76,40.49,14.57,12.57
1.6to0.6,9.0,40.84,10.09,17.98
1.6to0.7,11.96,42.86,14.25,30.24
1.6to0.8,13.07,49.86,14.07,15.14
1.6to0.9,13.71,48.89,13.47,25.71
1.6to1.0,13.72,50.78,15.65,14.8
1.6to1.1,15.7,55.66,10.62,26.59
1.6to1.2,14.72,53.11,12.99,22.25
1.6to1.3,17.06,59.56,11.98,35.39
1.6to1.4,17.81,60.79,10.94,34.78
1.6to1.5,17.93,62.81,11.35,27.96
1.6to1.6,19.24,65.06,10.83,29.31
1.6to1.7,19.71,67.52,13.52,29.5
1.6to1.8,20.41,67.95,16.36,26.6
1.6to1.9,21.08,71.08,16.06,25.17
1.6to2.0,21.49,69.38,12.06,22.28
1.6to2.1,21.75,70.58,15.81,20.35
1.6to2.2,22.28,69.9,11.99,23.56
1.6to2.3,22.18,69.36,14.78,27.97
1.6to2.4,22.47,70.22,12.13,15.9
1.6to2.5,22.61,68.4,15.0,11.83
1.6to2.6,22.23,66.54,15.11,13.11
1.6to2.7,22.53,63.58,18.3,2.14
1.6to2.8,21.19,57.92,15.04,11.26
1.6to2.9,20.75,52.33,18.83,16.24
1.6to3.0,17.73,42.9,17.29,13.76
1.7to0.1,12.08,25.81,15.57,31.17
1.7to0.2,12.18,33.29,40.77,30.87
1.7to0.3,11.35,36.26,19.88,35.22
1.7to0.4,11.4,36.87,14.47,31.35
1.7to0.5,11.45,40.28,17.32,29.09
1.7to0.6,11.16,42.48,11.88,18.77
1.7to0.7,11.54,43.82,13.53,23.67
1.7to0.8,13.2,49.56,10.31,15.45
1.7to0.9,13.13,47.46,12.07,21.71
1.7to1.0,13.14,48.54,13.31,16.61
1.7to1.1,15.5,53.78,12.49,25.62
1.7to1.2,15.03,53.28,10.87,27.39
1.7to1.3,16.87,60.14,15.11,38.09
1.7to1.4,17.26,60.07,13.07,30.9
1.7to1.5,17.65,61.59,13.74,36.38
1.7to1.6,18.19,61.68,10.93,30.08
1.7to1.7,19.33,64.77,11.77,30.2
1.7to1.8,19.76,66.39,11.49,24.73
1.7to1.9,20.41,68.62,15.28,32.11
1.7to2.0,20.53,67.16,17.43,27.08
1.7to2.1,20.96,69.09,12.62,26.58
1.7to2.2,21.38,69.66,15.36,24.12
1.7to2.3,21.34,68.04,13.41,25.25
1.7to2.4,21.95,68.71,19.5,14.77
1.7to2.5,21.65,66.92,12.84,22.64
1.7to2.6,21.47,63.83,20.7,3.62
1.7to2.7,21.75,62.92,17.8,20.27
1.7to2.8,20.11,55.71,13.97,17.52
1.7to2.9,19.45,50.44,17.96,16.08
1.7to3.0,16.8,41.49,17.58,13.24
1.8to0.1,10.88,18.51,12.92,31.25
1.8to0.2,12.02,31.78,28.05,29.21
1.8to0.3,11.04,37.12,21.81,34.31
1.8to0.4,11.03,38.62,17.13,33.1
1.8to0.5,11.21,41.36,18.01,27.81
1.8to0.6,10.71,40.35,12.93,24.33
1.8to0.7,11.24,42.62,13.7,19.16
1.8to0.8,12.53,49.06,16.55,10.32
1.8to0.9,12.63,46.79,12.8,15.04
1.8to1.0,12.62,47.39,21.11,18.19
1.8to1.1,14.89,53.12,10.18,25.01
1.8to1.2,14.3,52.48,11.25,21.94
1.8to1.3,16.05,56.5,11.38,26.66
1.8to1.4,16.35,58.45,11.26,31.51
1.8to1.5,16.88,61.18,13.75,37.77
1.8to1.6,17.26,61.03,10.22,31.3
1.8to1.7,17.96,63.5,10.99,24.44
1.8to1.8,19.18,64.51,13.76,31.08
1.8to1.9,19.72,67.0,11.32,28.62
1.8to2.0,19.81,65.83,11.59,26.1
1.8to2.1,19.81,65.45,10.6,22.64
1.8to2.2,20.36,67.04,15.03,26.1
1.8to2.3,20.36,66.08,14.42,20.19
1.8to2.4,20.8,65.96,12.68,26.21
1.8to2.5,20.86,65.82,13.34,17.91
1.8to2.6,20.72,63.37,16.56,6.29
1.8to2.7,20.16,61.79,18.8,2.8
1.8to2.8,18.94,53.77,17.67,12.17
1.8to2.9,18.81,49.82,17.58,18.68
1.8to3.0,15.98,40.45,17.14,15.81
1.9to0.1,11.66,23.24,14.98,32.41
1.9to0.2,12.01,30.46,27.93,38.36
1.9to0.3,10.99,36.39,17.47,28.5
1.9to0.4,10.62,35.97,30.76,31.2
1.9to0.5,10.91,43.26,27.83,25.54
1.9to0.6,10.52,41.09,11.6,23.61
1.9to0.7,10.71,42.55,13.51,23.07
1.9to0.8,11.89,46.27,10.15,22.95
1.9to0.9,12.0,45.23,12.54,21.5
1.9to1.0,12.27,47.47,10.73,22.31
1.9to1.1,14.14,51.18,9.94,27.61
1.9to1.2,13.26,51.29,11.6,26.12
1.9to1.3,15.67,56.83,15.94,26.38
1.9to1.4,15.74,57.35,12.68,31.19
1.9to1.5,16.19,59.28,12.88,33.04
1.9to1.6,16.14,59.46,15.94,22.43
1.9to1.7,17.07,61.17,12.35,31.87
1.9to1.8,18.19,63.05,13.78,30.81
1.9to1.9,18.6,64.58,12.71,30.06
1.9to2.0,19.35,65.51,13.61,34.28
1.9to2.1,19.37,64.79,11.86,23.91
1.9to2.2,19.75,65.07,13.58,24.6
1.9to2.3,19.61,64.69,15.21,28.81
1.9to2.4,20.05,65.01,16.15,26.4
1.9to2.5,19.93,64.25,11.88,21.45
1.9to2.6,20.02,62.04,11.8,17.67
1.9to2.7,19.65,60.1,17.56,14.4
1.9to2.8,18.15,53.16,16.0,11.91
1.9to2.9,17.97,48.26,22.94,10.56
1.9to3.0,15.26,38.54,16.56,18.32
2.0to0.1,11.0,18.06,30.06,34.34
2.0to0.2,11.8,36.25,32.54,41.34
2.0to0.3,10.69,35.44,22.17,27.31
2.0to0.4,10.41,38.12,42.68,25.41
2.0to0.5,10.8,42.02,27.37,27.73
2.0to0.6,10.64,42.24,19.19,25.69
2.0to0.7,10.62,41.33,12.68,24.95
2.0to0.8,11.77,45.22,14.17,23.36
2.0to0.9,12.12,48.09,14.38,16.79
2.0to1.0,12.12,48.65,15.21,9.64
