,Sharpness,Contrast,NIQE,BRISQUE
2.0to1.1,14.03,52.52,14.46,20.05
2.0to1.2,13.44,52.26,13.71,21.88
2.0to1.3,15.25,54.58,13.76,32.08
2.0to1.4,15.16,55.95,12.98,21.46
2.0to1.5,16.2,58.89,17.75,32.6
2.0to1.6,16.3,59.62,17.12,34.6
2.0to1.7,15.0,62.67,15.33,20.07
2.0to1.8,15.3,63.03,17.97,17.55
2.0to1.9,16.0,65.58,14.8,21.04
2.0to2.0,17.74,67.71,13.13,7.73
2.0to2.1,16.73,66.9,12.84,10.86
2.0to2.2,17.54,69.08,13.63,15.96
2.0to2.3,17.84,68.46,12.84,17.69
2.0to2.4,18.13,67.88,14.26,9.01
2.0to2.5,17.14,63.22,13.95,8.64
2.0to2.6,17.17,60.97,13.2,10.6
2.0to2.7,16.01,55.38,13.63,7.89
2.0to2.8,13.88,45.64,17.29,12.34
2.0to2.9,12.92,40.26,18.61,25.43
2.0to3.0,11.21,33.01,23.24,15.01
2.1to0.1,5.64,9.42,14.29,34.76
2.1to0.2,5.44,29.25,24.42,-2.25
2.1to0.3,4.76,27.85,14.89,-9.04
2.1to0.4,5.01,32.29,19.53,-3.51
2.1to0.5,5.63,34.05,24.7,12.0
2.1to0.6,6.17,36.9,13.96,27.59
2.1to0.7,6.44,37.14,12.16,22.81
2.1to0.8,7.46,40.69,12.28,29.55
2.1to0.9,8.22,42.46,10.83,32.38
2.1to1.0,9.02,45.59,9.87,32.11
2.1to1.1,10.19,49.32,15.91,34.33
2.1to1.2,10.71,50.58,12.67,35.63
2.1to1.3,11.82,54.62,13.45,32.02
2.1to1.4,12.18,54.86,16.1,35.5
2.1to1.5,12.84,57.15,14.81,35.15
2.1to1.6,13.33,59.0,13.54,34.28
2.1to1.7,14.4,63.06,12.99,30.59
2.1to1.8,14.72,63.01,11.73,25.85
2.1to1.9,15.4,64.77,12.86,28.68
2.1to2.0,15.79,64.58,14.2,24.88
2.1to2.1,17.72,67.99,12.52,8.51
2.1to2.2,16.75,68.23,16.49,19.43
2.1to2.3,16.98,68.34,13.64,16.47
2.1to2.4,17.24,66.69,13.66,10.76
2.1to2.5,16.43,65.25,14.66,8.19
2.1to2.6,16.27,61.65,12.52,9.99
2.1to2.7,15.24,55.98,16.35,15.33
2.1to2.8,13.21,46.92,15.66,15.24
2.1to2.9,12.02,40.26,15.95,15.57
2.1to3.0,10.54,33.27,17.0,13.6
2.2to0.1,4.47,7.33,24.15,19.37
2.2to0.2,4.14,21.33,15.39,-6.61
2.2to0.3,3.91,24.87,18.5,-3.07
2.2to0.4,4.03,28.75,31.59,4.24
2.2to0.5,4.63,31.88,26.76,26.7
2.2to0.6,5.29,35.05,31.72,40.56
2.2to0.7,5.96,37.25,24.43,41.84
2.2to0.8,6.9,40.51,17.06,44.71
2.2to0.9,7.67,43.18,21.69,43.14
2.2to1.0,8.63,46.72,26.79,43.04
2.2to1.1,9.65,50.24,29.77,40.88
2.2to1.2,10.22,51.94,35.89,40.02
2.2to1.3,11.15,54.98,32.82,38.19
2.2to1.4,11.45,55.26,33.34,32.31
2.2to1.5,12.03,57.15,31.64,31.78
2.2to1.6,12.49,58.42,29.39,31.48
2.2to1.7,13.45,61.53,22.52,29.22
2.2to1.8,13.57,61.06,26.73,26.9
2.2to1.9,14.25,63.53,32.33,29.24
2.2to2.0,14.48,63.6,32.17,25.75
2.2to2.1,14.9,65.16,31.39,25.82
2.2to2.2,17.65,67.83,12.57,6.77
2.2to2.3,15.65,66.88,28.62,24.52
2.2to2.4,15.63,65.22,27.68,21.01
2.2to2.5,14.74,60.44,23.77,14.4
2.2to2.6,14.49,57.13,21.26,13.17
2.2to2.7,13.53,52.48,19.27,9.37
2.2to2.8,11.66,43.41,21.36,7.48
2.2to2.9,10.57,37.58,19.26,7.91
2.2to3.0,9.11,31.05,17.84,7.31
2.3to0.1,4.14,7.24,15.39,15.65
2.3to0.2,3.82,20.57,16.19,-2.45
2.3to0.3,3.66,24.32,20.29,-2.8
2.3to0.4,3.84,28.97,27.34,13.54
2.3to0.5,4.49,32.41,33.39,29.85
2.3to0.6,5.26,35.97,31.86,47.35
2.3to0.7,6.01,38.38,33.48,48.75
2.3to0.8,6.98,41.91,31.05,47.81
2.3to0.9,7.72,44.3,35.89,44.39
2.3to1.0,8.76,48.06,38.51,41.88
2.3to1.1,9.7,51.16,52.44,38.81
2.3to1.2,10.36,53.26,59.92,39.11
2.3to1.3,11.21,56.16,57.92,39.05
2.3to1.4,11.5,56.37,49.63,31.08
2.3to1.5,12.08,58.21,42.85,34.49
2.3to1.6,12.52,59.59,39.56,29.25
2.3to1.7,13.47,62.49,31.36,28.4
2.3to1.8,13.56,62.0,28.42,28.75
2.3to1.9,14.21,64.39,34.99,29.67
2.3to2.0,14.46,64.6,38.45,28.65
2.3to2.1,14.83,65.98,32.34,26.45
2.3to2.2,15.45,67.99,34.25,26.28
2.3to2.3,17.65,67.86,12.85,8.06
2.3to2.4,15.43,66.05,34.65,26.67
2.3to2.5,14.46,60.75,25.18,16.1
2.3to2.6,14.21,57.34,25.52,14.3
2.3to2.7,13.21,52.89,24.54,13.19
2.3to2.8,11.33,43.67,22.16,9.32
2.3to2.9,10.23,37.92,21.06,10.77
2.3to3.0,8.8,31.26,17.82,9.92
2.4to0.1,4.14,7.61,14.77,15.69
2.4to0.2,3.92,22.32,20.37,-1.62
2.4to0.3,3.78,26.21,19.53,1.53
2.4to0.4,3.92,29.59,29.68,8.19
2.4to0.5,4.55,33.29,34.88,32.03
2.4to0.6,5.31,36.46,30.34,47.08
2.4to0.7,6.03,38.71,32.66,46.51
2.4to0.8,6.95,42.14,26.93,48.62
2.4to0.9,7.71,44.57,41.15,49.28
2.4to1.0,8.73,48.16,31.8,46.71
2.4to1.1,9.78,51.71,35.49,39.63
2.4to1.2,10.36,53.47,41.56,39.07
2.4to1.3,11.26,56.54,29.5,38.55
2.4to1.4,11.53,56.9,38.94,35.36
2.4to1.5,12.14,58.67,27.42,31.93
2.4to1.6,12.59,59.95,30.5,29.67
2.4to1.7,13.52,62.73,24.94,32.55
2.4to1.8,13.63,62.38,22.53,27.47
2.4to1.9,14.36,64.9,27.57,29.99
2.4to2.0,14.5,64.95,33.84,28.39
2.4to2.1,14.89,66.33,28.78,23.86
2.4to2.2,15.55,68.4,29.76,27.73
2.4to2.3,15.57,68.12,29.87,24.88
2.4to2.4,17.64,67.86,12.1,7.19
2.4to2.5,14.47,61.21,23.83,20.2
2.4to2.6,14.17,57.7,25.09,16.81
2.4to2.7,13.19,53.32,24.44,17.36
2.4to2.8,11.28,43.7,23.95,16.01
2.4to2.9,10.03,38.15,19.98,13.51
2.4to3.0,8.73,31.25,19.42,12.73
2.5to0.1,5.21,13.87,16.38,15.93
2.5to0.2,5.0,29.8,20.76,-8.42
2.5to0.3,4.44,28.41,30.38,-11.96
2.5to0.4,4.47,30.57,16.61,-15.57
2.5to0.5,5.03,31.76,25.35,11.35
2.5to0.6,5.9,36.02,15.73,26.8
2.5to0.7,6.41,38.4,15.1,28.91
2.5to0.8,7.28,40.38,16.52,36.49
2.5to0.9,8.15,43.43,15.23,41.13
2.5to1.0,9.1,47.3,21.09,35.06
2.5to1.1,10.36,51.78,17.46,38.63
2.5to1.2,10.77,51.86,16.4,36.81
2.5to1.3,12.03,56.08,15.18,36.84
2.5to1.4,12.28,55.32,13.88,39.12
2.5to1.5,13.02,57.85,14.55,33.91
2.5to1.6,13.46,59.97,14.01,30.79
2.5to1.7,14.44,64.39,13.85,28.98
2.5to1.8,14.67,64.04,13.08,32.75
2.5to1.9,15.54,65.93,12.72,25.57
2.5to2.0,15.87,65.24,13.31,26.95
2.5to2.1,16.03,67.71,14.12,27.84
2.5to2.2,16.79,69.44,15.6,29.87
2.5to2.3,16.78,70.2,15.71,26.41
2.5to2.4,16.95,68.01,13.25,18.07
2.5to2.5,17.69,67.97,12.9,7.8
2.5to2.6,15.28,62.7,17.1,21.75
2.5to2.7,14.18,55.82,16.22,21.97
2.5to2.8,12.24,45.31,15.2,14.53
2.5to2.9,11.12,41.39,17.53,14.4
2.5to3.0,9.36,34.26,16.77,10.23
2.6to0.1,5.03,11.36,18.66,25.24
2.6to0.2,4.73,27.94,20.41,-3.33
2.6to0.3,4.14,24.97,21.26,6.75
2.6to0.4,4.16,29.78,17.82,-2.07
2.6to0.5,4.8,31.51,10.39,15.85
2.6to0.6,5.73,35.89,11.98,28.62
2.6to0.7,6.1,34.83,13.39,39.38
2.6to0.8,7.36,41.36,17.07,40.06
2.6to0.9,8.13,43.7,18.56,43.45
2.6to1.0,9.15,47.59,18.86,46.31
2.6to1.1,10.45,52.6,19.08,41.71
2.6to1.2,11.09,53.89,19.22,41.01
2.6to1.3,12.08,56.19,15.0,39.22
2.6to1.4,12.45,57.5,16.76,36.11
2.6to1.5,13.12,59.43,15.57,36.94
2.6to1.6,13.74,62.23,16.86,33.83
2.6to1.7,14.61,66.71,16.25,32.33
2.6to1.8,14.8,66.89,17.76,31.4
2.6to1.9,15.6,68.46,16.84,33.36
2.6to2.0,15.91,67.98,14.21,28.35
2.6to2.1,16.17,70.78,16.39,26.17
2.6to2.2,16.85,72.27,16.46,24.2
2.6to2.3,16.97,72.53,16.33,22.8
2.6to2.4,16.83,71.3,18.94,23.04
2.6to2.5,15.48,67.8,21.68,22.9
2.6to2.6,17.68,68.0,13.0,7.67
2.6to2.7,14.26,58.76,16.36,20.66
2.6to2.8,12.14,45.13,18.35,20.6
2.6to2.9,10.76,41.03,16.8,13.37
2.6to3.0,9.05,33.68,17.47,16.27
2.7to0.1,5.94,12.19,20.7,29.25
2.7to0.2,5.18,28.18,18.45,-4.16
2.7to0.3,4.53,25.25,14.42,0.37
2.7to0.4,4.41,30.9,17.36,-5.39
2.7to0.5,5.28,33.94,13.37,19.11
2.7to0.6,5.72,33.34,13.66,25.64
2.7to0.7,6.51,38.06,14.28,24.24
2.7to0.8,8.0,44.04,16.6,43.25
2.7to0.9,8.79,45.6,13.32,31.77
2.7to1.0,9.41,47.15,19.76,46.01
2.7to1.1,10.71,51.31,16.75,41.67
2.7to1.2,11.11,51.73,15.64,43.62
2.7to1.3,12.27,55.96,14.66,36.87
2.7to1.4,12.58,55.78,13.73,34.8
2.7to1.5,13.41,58.45,14.72,35.67
2.7to1.6,14.13,61.73,18.95,34.12
2.7to1.7,15.23,66.23,23.88,38.48
2.7to1.8,15.65,67.43,15.27,27.16
2.7to1.9,16.41,70.06,19.66,33.01
2.7to2.0,16.72,68.87,17.03,32.77
2.7to2.1,17.04,67.96,17.51,36.59
2.7to2.2,17.63,71.91,21.67,31.51
2.7to2.3,17.7,72.34,26.83,31.82
2.7to2.4,18.02,70.25,16.71,26.97
2.7to2.5,16.44,66.97,15.36,25.79
2.7to2.6,16.35,64.29,18.84,25.65
2.7to2.7,17.65,67.59,12.35,6.5
2.7to2.8,12.82,47.0,20.64,16.22
2.7to2.9,11.49,40.83,15.83,23.72
2.7to3.0,9.71,33.57,20.35,25.14
2.8to0.1,6.4,19.53,16.17,18.73
2.8to0.2,5.98,24.96,13.43,17.8
2.8to0.3,5.6,24.62,18.67,11.58
2.8to0.4,5.32,27.41,32.63,14.44
2.8to0.5,6.01,32.43,19.66,3.25
2.8to0.6,6.99,37.01,24.79,3.2
2.8to0.7,7.23,37.65,34.04,18.85
2.8to0.8,8.44,41.85,13.49,30.04
2.8to0.9,9.05,38.85,14.89,33.47
2.8to1.0,9.85,43.05,20.63,25.9
2.8to1.1,11.24,45.48,19.54,36.95
2.8to1.2,11.78,50.23,20.57,40.62
2.8to1.3,12.74,54.96,16.74,47.2
2.8to1.4,13.06,53.0,17.69,42.22
2.8to1.5,13.9,55.34,13.72,46.06
2.8to1.6,14.87,58.54,14.12,40.88
2.8to1.7,16.11,64.92,22.66,34.19
2.8to1.8,16.54,67.52,15.87,26.56
2.8to1.9,17.89,67.8,31.39,29.91
2.8to2.0,17.91,70.37,31.07,35.16
2.8to2.1,18.5,69.88,25.94,33.84
2.8to2.2,19.0,75.78,17.52,35.79
2.8to2.3,19.3,75.98,16.33,28.23
2.8to2.4,19.34,75.91,16.18,32.29
2.8to2.5,18.04,69.51,15.33,35.98
2.8to2.6,18.49,69.05,15.16,30.96
2.8to2.7,16.97,56.39,17.89,40.09
2.8to2.8,17.72,67.42,12.37,8.74
2.8to2.9,13.75,42.04,11.13,25.54
2.8to3.0,11.29,31.5,15.67,32.29
2.9to0.1,7.12,17.23,23.92,21.94
2.9to0.2,6.4,29.46,17.24,12.91
2.9to0.3,6.63,30.81,15.0,16.19
2.9to0.4,6.42,31.54,22.31,14.71
2.9to0.5,6.98,38.81,34.53,9.88
2.9to0.6,7.29,41.45,36.07,19.83
2.9to0.7,7.82,44.89,28.74,14.47
2.9to0.8,9.1,47.84,22.12,21.49
2.9to0.9,9.67,48.43,15.94,21.22
2.9to1.0,10.37,47.93,16.79,29.34
2.9to1.1,11.81,52.48,14.92,35.63
2.9to1.2,12.24,50.71,12.49,36.68
2.9to1.3,13.28,56.06,21.28,39.06
2.9to1.4,13.52,54.43,23.24,36.83
2.9to1.5,14.45,57.25,23.79,35.57
2.9to1.6,15.6,61.4,22.8,39.37
2.9to1.7,16.22,64.83,16.82,29.12
2.9to1.8,16.27,65.51,18.35,33.08
2.9to1.9,17.59,67.04,20.96,39.93
2.9to2.0,17.72,65.04,23.84,39.95
2.9to2.1,18.15,70.97,23.65,31.54
2.9to2.2,19.47,70.33,29.32,31.37
2.9to2.3,19.48,74.13,23.92,30.8
2.9to2.4,19.76,72.3,19.15,30.58
2.9to2.5,17.85,66.36,13.41,33.28
2.9to2.6,17.72,62.88,14.26,35.79
2.9to2.7,17.13,58.47,14.44,32.59
2.9to2.8,16.11,47.28,14.91,34.85
2.9to2.9,17.68,67.43,12.0,7.54
2.9to3.0,12.79,38.09,19.2,30.17
3.0to0.1,7.03,13.0,16.79,23.96
3.0to0.2,7.71,33.93,15.07,29.19
3.0to0.3,7.53,38.04,44.17,19.23
3.0to0.4,6.72,40.52,21.66,11.95
3.0to0.5,6.74,41.12,17.4,11.1
3.0to0.6,7.01,40.57,31.41,16.93
3.0to0.7,7.9,44.4,24.24,17.59
3.0to0.8,8.88,47.09,27.42,30.81
3.0to0.9,9.61,47.96,18.07,26.64
3.0to1.0,10.77,46.65,20.83,43.0
3.0to1.1,12.09,51.37,15.7,33.57
3.0to1.2,12.38,51.19,27.62,38.11
3.0to1.3,13.66,55.78,13.15,35.14
3.0to1.4,13.65,49.44,16.67,33.49
3.0to1.5,14.81,56.21,13.53,33.09
3.0to1.6,15.74,64.48,14.48,19.02
3.0to1.7,16.54,63.26,17.21,24.9
3.0to1.8,16.65,60.67,23.83,25.45
3.0to1.9,17.2,63.58,13.89,23.45
3.0to2.0,17.72,64.01,15.45,20.7
3.0to2.1,17.95,65.34,24.53,25.09
3.0to2.2,19.44,77.48,28.99,11.41
3.0to2.3,18.92,75.3,13.65,13.17
3.0to2.4,19.57,70.6,25.48,23.06
3.0to2.5,18.08,67.85,24.11,8.9
3.0to2.6,18.06,63.43,24.5,15.12
3.0to2.7,16.75,58.53,25.47,20.29
3.0to2.8,14.79,49.79,19.67,28.61
3.0to2.9,14.12,41.25,17.62,34.62
3.0to3.0,17.66,67.29,12.12,5.95
